Params: {'C': 0.01, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07534291649228651
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.07536325627018456
Params: {'C': 4e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08235430602529752
Params: {'C': 4e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.13761902871216986
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.08068571162568138
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08070689681072353
Params: {'C': 4e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.12990563570267652
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07550106057460387
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07550745515139232
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 6e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 4e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 4e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13749069959561633
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': True}, Score: 0.7068684311059265
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.08089173312670851
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08075054889995795
Params: {'C': 4e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1299107802029133
Params: {'C': 6e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07608015258783814
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07605843874077665
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': True}, Score: 0.07643529571261352
Params: {'C': 6e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.0842378081958098
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08404160669648543
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': True}, Score: 0.08404454325919507
Params: {'C': 6e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.1, 'learn_intercept': False}, Score: 0.6966412676909842
Params: {'C': 6e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.07625795521314477
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.07621669923830374
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.1, 'learn_intercept': False}, Score: 0.07662233154563816
Params: {'C': 6e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08418337651965788
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08409291481517947
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.1, 'learn_intercept': False}, Score: 0.0839064103011608
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': True}, Score: 0.684391282680418
Params: {'C': 6e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': True}, Score: 0.17279325182071262
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07603257958747432
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': True}, Score: 0.07606145698542484
Params: {'C': 6e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': True}, Score: 0.14121451264341003
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08419475455023738
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': True}, Score: 0.08417179480698403
Params: {'C': 6e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': True}, Score: 0.1330798104767332
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.01, 'learn_intercept': False}, Score: 0.6779404680104231
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.01, 'learn_intercept': False}, Score: 0.07622928436775059
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07622045917447756
Params: {'C': 6e-05, 'mode': 1, 'eps': 1.0, 'learn_intercept': False}, Score: 0.14095270823929754
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08427053322430623
Params: {'C': 6e-05, 'mode': 0, 'eps': 1.0, 'learn_intercept': False}, Score: 0.1713450079426303
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.01, 'learn_intercept': False}, Score: 0.08423105827207042
Params: {'C': 6e-05, 'mode': 2, 'eps': 1.0, 'learn_intercept': False}, Score: 0.13309019015534496
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08000580176901755
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08001870394628616
Params: {'C': 5e-06, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08001063426671538
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.0820195562100117
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08199962778580248
Params: {'C': 5e-06, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08199540997214612
Params: {'C': 5e-06, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 1e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08017395187180287
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.0821007813771531
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08216661372182649
Params: {'C': 5e-06, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08019234686649601
Params: {'C': 5e-06, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08216199808150909
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08019183598527027
Params: {'C': 5e-06, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 1e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 1e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07773901163352465
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07776759093853783
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07775575979057762
Params: {'C': 1e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07999984371494019
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08002280962089432
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07999697582027206
Params: {'C': 5e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07559371514502773
Params: {'C': 5e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07554396922713452
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 1e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.07792107167011295
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07791070930670177
Params: {'C': 1e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08013292629878187
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.0801179560959152
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.07789699127278951
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07568165686098319
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08017323131243427
Params: {'C': 5e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.07577906910966692
Params: {'C': 5e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 5e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08222262122268809
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.075760683754695
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08226570748420607
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08229617865966073
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 4e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.07574016567233931
Params: {'C': 4e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07534373976142449
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07534291649228651
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07535523922636557
Params: {'C': 5e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08242876937381038
Params: {'C': 4e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08062125093802698
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08235430602529752
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08223234089211999
Params: {'C': 4e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08070689681072353
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08077660559802297
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 4e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.075500342861187
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07550745515139232
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.07548413729819096
Params: {'C': 4e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08083067143299236
Params: {'C': 6e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08075054889995795
Params: {'C': 6e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07608015258783814
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08070495830759736
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07603257958747432
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07605843874077665
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08404160669648543
Params: {'C': 6e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.0842378081958098
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08419475455023738
Params: {'C': 6e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 6e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.07625795521314477
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07622045917447756
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.07621669923830374
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08409291481517947
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08427053322430623
Params: {'C': 6e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08418337651965788
Params: {'C': 5e-06, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08199540997214612
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08199962778580248
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08000580176901755
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.0820195562100117
Params: {'C': 5e-06, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08001063426671538
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08001870394628616
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 1e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 5e-06, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 5e-06, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08216199808150909
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.0821007813771531
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08017395187180287
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08019183598527027
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08216661372182649
Params: {'C': 5e-06, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08019234686649601
Params: {'C': 5e-06, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 1e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 1e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07773901163352465
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07775575979057762
Params: {'C': 1e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07999984371494019
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07999697582027206
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07776759093853783
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08002280962089432
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07554396922713452
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 5e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07559371514502773
Params: {'C': 5e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07568165686098319
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.07789699127278951
Params: {'C': 1e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.07792107167011295
Params: {'C': 1e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08013292629878187
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08017323131243427
Params: {'C': 1e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.0801179560959152
Params: {'C': 1e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07791070930670177
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.075760683754695
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 5e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.07574016567233931
Params: {'C': 5e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.07577906910966692
Params: {'C': 5e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 5e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08222262122268809
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08229617865966073
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08226570748420607
Params: {'C': 5e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 4e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07534291649228651
Params: {'C': 4e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07534373976142449
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07535523922636557
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08070689681072353
Params: {'C': 4e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08062125093802698
Params: {'C': 5e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08242876937381038
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08235430602529752
Params: {'C': 5e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08223234089211999
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08077660559802297
Params: {'C': 4e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 4e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.07548413729819096
Params: {'C': 4e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07550745515139232
Params: {'C': 4e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08083067143299236
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08075054889995795
Params: {'C': 4e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.075500342861187
Params: {'C': 4e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08070495830759736
Params: {'C': 6e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.07603257958747432
Params: {'C': 6e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.07608015258783814
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.07605843874077665
Params: {'C': 6e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.0842378081958098
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08419475455023738
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08404160669648543
Params: {'C': 6e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.6700866968132166
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.07622045917447756
Params: {'C': 6e-05, 'mode': 1, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.07625795521314477
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.6686484223925686
Params: {'C': 6e-05, 'mode': 1, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.07621669923830374
Params: {'C': 6e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.6686051779956206
Params: {'C': 6e-05, 'mode': 2, 'eps': 7e-05, 'learn_intercept': False}, Score: 0.08418337651965788
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0001, 'learn_intercept': False}, Score: 0.08427053322430623
Params: {'C': 6e-05, 'mode': 2, 'eps': 0.0002, 'learn_intercept': False}, Score: 0.08409291481517947
Params: {'C': 5e-06, 'mode': 2, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08199540997214612
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.08001870394628616
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08199962778580248
Params: {'C': 5e-06, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 5e-06, 'mode': 2, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.0820195562100117
Params: {'C': 5e-06, 'mode': 1, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.08001063426671538
Params: {'C': 5e-06, 'mode': 1, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.08000580176901755
Params: {'C': 1e-05, 'mode': 0, 'eps': 7e-05, 'learn_intercept': True}, Score: 0.6724334503087027
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
Params: {'C': 5e-06, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0001, 'learn_intercept': True}, Score: 0.6721072062667124
Params: {'C': 1e-05, 'mode': 0, 'eps': 0.0002, 'learn_intercept': True}, Score: 0.6727244805203852
